No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP156493441562,Dibatalkan,Pembayaran gagal,Dibatalkan,,Standar,Pick-up,2024-03-14 18:17:52,2024-03-13 17:17:52,2024-03-12 18:17:52,,Kartu Kredit,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,0,0,0,0,8000,Jangan sampai bocor,,lina_kusuma552,Risa Lestari,8748781340,"Jl. Diponegoro No. 90, Gowa",Gowa,Sulawesi Selatan,
SP878431701996,Dibatalkan,Pembayaran gagal,Dibatalkan,,Instant,Antar ke counter,2024-03-15 16:04:43,2024-03-14 20:04:43,2024-03-13 16:04:43,,ShopeePay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Medan,0,0,0,0,0,0,0,0,0,0,0,0,15000,,,arif_handayani184,Sari Lestari,8485412348,"Jl. Merdeka No. 3, Semarang",Semarang,Jawa Tengah,
SP271527111632,Selesai,,,SHP24039947845,Hemat,Antar ke counter,2024-03-15 18:45:54,2024-03-14 19:45:54,2024-03-13 18:45:54,2024-03-13 19:06:54,Dana,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,GDS-FOA-MAN-60,Foam 60ml - Mango,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Medan,0,0,5000,0,0,0,0,0,12000,12000,0,62000,12000,Jangan sampai bocor,,rizky_kurniawan223,Tika Santoso,8215294176,"Jl. Merdeka No. 29, Kutai",Kutai,Kalimantan Timur,2024-03-17 21:45:54
SP525731975524,Selesai,,,SHP27507985355,Hemat,Antar ke counter,2024-03-16 08:19:16,2024-03-15 09:19:16,2024-03-14 08:19:16,2024-03-14 10:45:16,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,15000,15000,0,68000,15000,Kemas bubble wrap,,dito_anggraini23,Sari Kusuma,8123301679,"Jl. Gatot Subroto No. 87, Bandung",Bandung,Jawa Barat,2024-03-21 10:19:16
SP436041870049,Selesai,,,SHP49081800842,Express,Antar ke counter,2024-03-16 09:02:15,2024-03-15 08:02:15,2024-03-14 09:02:15,2024-03-14 11:44:15,Kartu Kredit,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,2,0,102000,16000,6400,9600,0.15,2,0.3,Gudang Surabaya,10000,0,0,0,0,0,0,0,12000,12000,0,104000,12000,,,laras_wijaya749,Bagas Rahayu,8749053890,"Jl. Sudirman No. 187, Salatiga",Salatiga,Jawa Tengah,2024-03-18 12:02:15
SP295385949615,Selesai,,,SHP74221034214,Instant,Antar ke counter,2024-03-16 10:17:28,2024-03-15 09:17:28,2024-03-14 10:17:28,2024-03-14 11:52:28,Dana,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,28000,1,0,28000,1000,0,1000,0.08,1,0.08,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,22000,22000,0,45000,22000,Kemas bubble wrap,,rizky_nugraha784,Fajar Permata,8105915798,"Jl. Merdeka No. 96, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-18 13:17:28
SP316826758566,Selesai,,,SHP23476438707,Express,Pick-up,2024-03-17 21:46:17,2024-03-16 20:46:17,2024-03-15 21:46:17,2024-03-15 23:03:17,COD,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Bandung,0,0,5000,0,0,0,0,0,12000,12000,0,65000,12000,,,ratna_gunawan28,Arif Pratama,8298020291,"Jl. Gatot Subroto No. 45, Salatiga",Salatiga,Jawa Tengah,2024-03-20 23:46:17
SP217013055553,Selesai,,,SHP26121196596,Instant,Antar ke counter,2024-03-18 19:13:24,2024-03-17 20:13:24,2024-03-16 19:13:24,2024-03-16 20:54:24,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,12000,12000,0,70000,12000,,,sari_kurniawan761,Eka Kurniawan,8030241300,"Jl. Merdeka No. 29, Surabaya",Surabaya,Jawa Timur,2024-03-23 00:13:24
SP252974565154,Selesai,,,SHP54544433634,Instant,Antar ke counter,2024-03-19 15:23:19,2024-03-18 18:23:19,2024-03-17 15:23:19,2024-03-17 15:53:19,QRIS,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,29000,2,0,58000,0,0,0,0.08,2,0.16,Gudang Bandung,0,0,5000,0,0,0,0,0,8000,8000,0,61000,8000,,,hendra_lestari14,Citra Anggraini,8049769799,"Jl. Diponegoro No. 116, Yogyakarta",Yogyakarta,Jawa Tengah,2024-03-21 16:23:19
SP421204545683,Selesai,,,SHP68802372248,Express,Pick-up,2024-03-19 16:32:14,2024-03-18 15:32:14,2024-03-17 16:32:14,2024-03-17 16:37:14,QRIS,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Medan,0,2000,0,0,0,0,2000,0,18000,18000,0,45000,18000,,,yoga_wibowo922,Tari Santoso,8396800711,"Jl. Diponegoro No. 73, Jakarta Barat",Jakarta Barat,DKI Jakarta,2024-03-21 20:32:14
SP412382514654,Selesai,,,SHP14179164812,Standar,Antar ke counter,2024-03-21 09:30:19,2024-03-20 07:30:19,2024-03-19 09:30:19,2024-03-19 09:35:19,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,55000,2,0,110000,8000,0,8000,0.15,2,0.3,Gudang Bandung,0,0,5000,0,0,0,0,0,12000,12000,0,117000,12000,,,ayu_cahyani398,Putri Sari,8381433161,"Jl. Gatot Subroto No. 104, Surabaya",Surabaya,Jawa Timur,2024-03-25 13:30:19
SP176869256802,Selesai,,,SHP55440928458,Standar,Pick-up,2024-03-21 11:14:59,2024-03-20 08:14:59,2024-03-19 11:14:59,2024-03-19 12:22:59,ShopeePay,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,25000,1,0,25000,4000,1600,2400,0.08,1,0.08,Gudang Jakarta Selatan,5000,2000,5000,0,0,0,2000,0,18000,18000,0,31000,18000,Tolong dikemas rapi,,yuni_lestari90,Yoga Handayani,8239037155,"Jl. Diponegoro No. 103, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-24 16:14:59
SP738836731939,Selesai,,,SHP64594449489,Hemat,Pick-up,2024-03-21 16:18:49,2024-03-20 20:18:49,2024-03-19 16:18:49,2024-03-19 18:10:49,QRIS,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,12000,12000,0,69000,12000,,,tika_kusuma775,Fajar Wibowo,8750805711,"Jl. Gatot Subroto No. 136, Depok",Depok,Jawa Barat,2024-03-23 19:18:49
SP326884903550,Selesai,,,SHP93500865509,Instant,Antar ke counter,2024-03-21 20:32:02,2024-03-20 18:32:02,2024-03-19 20:32:02,2024-03-19 22:49:02,Kartu Kredit,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,25000,1,0,25000,4000,1600,2400,0.08,1,0.08,Gudang Medan,0,1000,0,0,0,0,1000,0,15000,15000,0,39000,15000,,,tika_hartono263,Ratna Permata,8867118816,"Jl. Merdeka No. 135, Jakarta Timur",Jakarta Timur,DKI Jakarta,2024-03-23 22:32:02
SP421009526643,Selesai,,,SHP82895833473,Instant,Antar ke counter,2024-03-22 14:30:22,2024-03-21 14:30:22,2024-03-20 14:30:22,2024-03-20 16:00:22,Transfer Bank,GDS-BDL-FS-60,Gendes Bundle Foam+Spray 60ml,GDS-BDL-FS-60,Bundle Foam+Spray 60ml,110000,110000,1,0,110000,0,0,0,0.3,1,0.3,Gudang Surabaya,0,1000,0,0,0,0,1000,0,12000,12000,0,121000,12000,,,citra_permata64,Putri Putri,8881567541,"Jl. Ahmad Yani No. 86, Payakumbuh",Payakumbuh,Sumatera Barat,2024-03-25 18:30:22
SP589168584906,Selesai,,,SHP74686623282,Standar,Pick-up,2024-03-22 16:02:58,2024-03-21 12:02:58,2024-03-20 16:02:58,2024-03-20 18:54:58,COD,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,18000,18000,0,40000,18000,,,reni_susanto8,Risa Rahayu,8017314127,"Jl. Ahmad Yani No. 90, Pematangsiantar",Pematangsiantar,Sumatera Utara,2024-03-25 21:02:58
SP812054547421,Selesai,,,SHP54521748341,Hemat,Pick-up,2024-03-22 16:44:27,2024-03-21 14:44:27,2024-03-20 16:44:27,2024-03-20 18:29:27,GoPay,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,24000,1,0,24000,5000,2000,3000,0.08,1,0.08,Gudang Bandung,0,2000,0,0,0,0,2000,0,15000,15000,0,37000,15000,,,budi_pratama743,Dito Permata,8856526424,"Jl. Ahmad Yani No. 113, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-24 19:44:27
SP278059076594,Selesai,,,SHP16037939771,Express,Antar ke counter,2024-03-23 19:39:47,2024-03-22 15:39:47,2024-03-21 19:39:47,2024-03-21 20:44:47,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,49000,1,0,49000,10000,4000,6000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,12000,12000,0,61000,12000,Tolong dikemas rapi,,putri_pratama186,Mega Nugraha,8876096737,"Jl. Ahmad Yani No. 96, Bandung",Bandung,Jawa Barat,2024-03-26 00:39:47
SP481085096746,Selesai,,,SHP65839169548,Instant,Antar ke counter,2024-03-24 11:20:45,2024-03-23 10:20:45,2024-03-22 11:20:45,2024-03-22 13:07:45,Kartu Kredit,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,22000,22000,0,80000,22000,Jangan sampai bocor,,arif_wibowo738,Yuni Wibowo,8844523649,"Jl. Sudirman No. 19, Sidoarjo",Sidoarjo,Jawa Timur,2024-03-28 12:20:45
SP971653491686,Selesai,,,SHP15572616511,Express,Antar ke counter,2024-03-24 21:22:55,2024-03-24 00:22:55,2024-03-22 21:22:55,2024-03-22 23:47:55,Transfer Bank,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,56000,1,0,56000,3000,0,3000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,8000,8000,0,64000,8000,Tolong dikemas rapi,,mega_rahayu300,Mega Purnama,8175196792,"Jl. Diponegoro No. 105, Jakarta Timur",Jakarta Timur,DKI Jakarta,2024-03-26 22:22:55
SP417407028815,Selesai,,,SHP17846083213,Hemat,Pick-up,2024-03-24 22:42:30,2024-03-23 20:42:30,2024-03-22 22:42:30,2024-03-23 00:40:30,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,58000,1,0,58000,1000,0,1000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,15000,15000,0,73000,15000,,,rizky_anggraini754,Fajar Wijaya,8228749958,"Jl. Diponegoro No. 50, Bekasi",Bekasi,Jawa Barat,2024-03-26 02:42:30
SP229095351580,Selesai,,,SHP82478858022,Express,Antar ke counter,2024-03-25 15:58:08,2024-03-24 18:58:08,2024-03-23 15:58:08,2024-03-23 17:55:08,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,0,62000,8000,Kemas bubble wrap,,tari_cahyani601,Wati Wijaya,8923835223,"Jl. Gatot Subroto No. 127, Lhokseumawe",Lhokseumawe,Aceh,2024-03-28 20:58:08
SP772940905181,Selesai,,,SHP84211266907,Instant,Antar ke counter,2024-03-26 10:28:15,2024-03-25 09:28:15,2024-03-24 10:28:15,2024-03-24 12:10:15,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,22000,22000,0,81000,22000,,,ayu_wijaya399,Dian Putri,8261655427,"Jl. Diponegoro No. 64, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-29 13:28:15
SP936420262815,Selesai,,,SHP64723310844,Instant,Pick-up,2024-03-26 19:38:32,2024-03-25 19:38:32,2024-03-24 19:38:32,2024-03-24 19:46:32,COD,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,59000,2,0,118000,0,0,0,0.15,2,0.3,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,18000,18000,0,134000,18000,,,lia_kusuma500,Nina Lestari,8296544190,"Jl. Sudirman No. 51, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-29 20:38:32
SP831849503005,Selesai,,,SHP47593888330,Instant,Antar ke counter,2024-03-27 11:27:56,2024-03-26 10:27:56,2024-03-25 11:27:56,2024-03-25 12:28:56,GoPay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,18000,18000,0,62000,18000,,,indah_santoso680,Ratna Wibowo,8511990656,"Jl. Ahmad Yani No. 46, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-03-29 13:27:56
SP601143527052,Selesai,,,SHP34530377204,Instant,Pick-up,2024-03-28 18:08:40,2024-03-27 15:08:40,2024-03-26 18:08:40,2024-03-26 20:30:40,ShopeePay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,57000,1,0,57000,2000,0,2000,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,8000,8000,0,65000,8000,,,andi_santoso629,Citra Sari,8292538418,"Jl. Gatot Subroto No. 85, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-03-29 23:08:40
SP674841224613,Pengembalian Dana/Barang,,Pengembalian,SHP61235066337,Instant,Antar ke counter,2024-03-28 19:32:28,2024-03-27 22:32:28,2024-03-26 19:32:28,2024-03-26 20:56:28,Kartu Kredit,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,1,59000,0,0,0,0.15,1,0.15,Gudang Bandung,0,1000,0,0,0,0,1000,0,8000,8000,8000,8000,8000,,,nova_kusuma102,Rizky Hartono,8833408337,"Jl. Diponegoro No. 56, Magelang",Magelang,Jawa Tengah,2024-03-29 22:32:28
SP556852321881,Selesai,,,SHP89376706002,Hemat,Antar ke counter,2024-03-28 22:37:25,2024-03-28 02:37:25,2024-03-26 22:37:25,2024-03-27 00:02:25,OVO,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,18000,18000,0,65000,18000,,,budi_lestari949,Ayu Wijaya,8275093604,"Jl. Gatot Subroto No. 2, Cimahi",Cimahi,Jawa Barat,2024-03-28 23:37:25
SP726325774323,Selesai,,,SHP75182762171,Express,Pick-up,2024-03-29 07:14:52,2024-03-28 06:14:52,2024-03-27 07:14:52,2024-03-27 09:22:52,Transfer Bank,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,86000,1,0,86000,24000,9600,14400,0.3,1,0.3,Gudang Bandung,0,0,5000,0,0,0,0,0,15000,15000,0,96000,15000,,,nova_wijaya386,Bagas Gunawan,8495427629,"Jl. Ahmad Yani No. 187, Bekasi",Bekasi,Jawa Barat,2024-04-02 10:14:52
SP481517693477,Selesai,,,SHP95865565009,Hemat,Antar ke counter,2024-03-29 07:25:17,2024-03-28 05:25:17,2024-03-27 07:25:17,2024-03-27 09:56:17,Kartu Kredit,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,53000,2,0,106000,12000,0,12000,0.15,2,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,15000,15000,0,121000,15000,,,dito_kurniawan776,Laras Susanto,8098804093,"Jl. Ahmad Yani No. 101, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2024-04-02 12:25:17
SP302634190913,Pengembalian Dana/Barang,,Pengembalian,SHP77457019272,Standar,Pick-up,2024-03-29 08:13:41,2024-03-28 08:13:41,2024-03-27 08:13:41,2024-03-27 09:52:41,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,48000,1,1,48000,11000,4400,6600,0.15,1,0.15,Gudang Bandung,5000,0,5000,0,0,0,0,0,12000,12000,12000,12000,12000,Kemas bubble wrap,,vera_purnama721,Putri Sari,8501699329,"Jl. Gatot Subroto No. 65, Gunung Kidul",Gunung Kidul,Yogyakarta,2024-03-30 12:13:41
SP459846391345,Selesai,,,SHP90888165664,Express,Pick-up,2024-03-29 12:13:09,2024-03-28 10:13:09,2024-03-27 12:13:09,2024-03-27 14:39:09,OVO,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,GDS-SPR-MAN-60,Spray 60ml - Mango,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Jakarta Selatan,10000,0,5000,0,0,0,0,0,18000,18000,0,55000,18000,Jangan sampai bocor,,andi_rahayu607,Andi Rahayu,8575296647,"Jl. Merdeka No. 175, Surabaya",Surabaya,Jawa Timur,2024-04-02 15:13:09
SP542267284660,Selesai,,,SHP46667587011,Hemat,Pick-up,2024-03-29 14:18:44,2024-03-28 11:18:44,2024-03-27 14:18:44,2024-03-27 15:06:44,GoPay,GDS-BDL-FF-60,Gendes Bundle Foam+Foam 60ml,GDS-BDL-FF-60,Bundle Foam+Foam 60ml,110000,85000,1,0,85000,25000,10000,15000,0.3,1,0.3,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,103000,18000,,,nova_putri436,Risa Anggraini,8985167655,"Jl. Diponegoro No. 159, Bandar Lampung",Bandar Lampung,Lampung,2024-04-01 15:18:44
SP513164307166,Dibatalkan,Pesanan duplikat,Dibatalkan,,Standar,Antar ke counter,2024-03-29 15:33:20,2024-03-28 13:33:20,2024-03-27 15:33:20,,COD,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,GDS-SPR-BUB-20,Spray 20ml - Bubblegum,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Surabaya,0,1000,0,0,0,0,1000,0,0,0,0,0,22000,,,dewi_santoso880,Ratna Kurniawan,8704342491,"Jl. Gatot Subroto No. 40, Dumai",Dumai,Riau,
SP889458297830,Selesai,,,SHP25658198754,Hemat,Antar ke counter,2024-03-29 18:24:20,2024-03-28 15:24:20,2024-03-27 18:24:20,2024-03-27 18:34:20,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,15000,15000,0,70000,15000,,,tika_handayani715,Indah Nugraha,8731751029,"Jl. Sudirman No. 139, Malang",Malang,Jawa Timur,2024-04-02 21:24:20
SP328982199274,Selesai,,,SHP48759484434,Express,Pick-up,2024-03-30 08:48:16,2024-03-29 07:48:16,2024-03-28 08:48:16,2024-03-28 11:02:16,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,8000,8000,0,67000,8000,Kemas bubble wrap,,tari_hartono218,Andi Santoso,8431719163,"Jl. Ahmad Yani No. 195, Jakarta Timur",Jakarta Timur,DKI Jakarta,2024-03-31 09:48:16
SP258758826010,Selesai,,,SHP89648066050,Instant,Antar ke counter,2024-03-30 09:10:16,2024-03-29 09:10:16,2024-03-28 09:10:16,2024-03-28 09:31:16,Dana,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Bandung,5000,0,5000,0,0,0,0,0,12000,12000,0,54000,12000,,,ani_cahyani136,Nova Hartono,8458028457,"Jl. Merdeka No. 173, Cimahi",Cimahi,Jawa Barat,2024-03-31 13:10:16
SP426165962179,Dibatalkan,Pembeli meminta pembatalan,Dibatalkan,,Standar,Pick-up,2024-03-30 11:39:58,2024-03-29 09:39:58,2024-03-28 11:39:58,,ShopeePay,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,0,0,0,0,22000,,,reza_anggraini245,Putri Anggraini,8513386136,"Jl. Gatot Subroto No. 178, Pekanbaru",Pekanbaru,Riau,
SP617039129238,Selesai,,,SHP43634845728,Instant,Pick-up,2024-03-30 17:44:04,2024-03-29 20:44:04,2024-03-28 17:44:04,2024-03-28 17:59:04,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,15000,15000,0,61000,15000,Tolong dikemas rapi,,elsa_kusuma862,Dito Rahayu,8695312178,"Jl. Diponegoro No. 78, Jakarta Barat",Jakarta Barat,DKI Jakarta,2024-04-02 21:44:04
SP317380565790,Selesai,,,SHP33321813508,Instant,Pick-up,2024-03-31 07:36:03,2024-03-30 03:36:03,2024-03-29 07:36:03,2024-03-29 08:31:03,ShopeePay,GDS-SPR-HAZ-60,Gendes Feminine Wash Spray Hazelnut 60ml,GDS-SPR-HAZ-60,Spray 60ml - Hazelnut,59000,51000,2,0,102000,16000,6400,9600,0.15,2,0.3,Gudang Jakarta Selatan,10000,2000,0,0,0,0,2000,0,18000,18000,0,108000,18000,Kemas bubble wrap,,ani_wijaya860,Hendra Handayani,8586474019,"Jl. Ahmad Yani No. 164, Banjarbaru",Banjarbaru,Kalimantan Selatan,2024-04-02 12:36:03
SP874360957313,Selesai,,,SHP24750877743,Hemat,Antar ke counter,2024-03-31 07:50:39,2024-03-30 03:50:39,2024-03-29 07:50:39,2024-03-29 09:42:39,COD,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Bandung,0,0,0,0,0,0,0,0,18000,18000,0,77000,18000,,,fajar_gunawan710,Elsa Handayani,8267545769,"Jl. Merdeka No. 149, Jakarta Barat",Jakarta Barat,DKI Jakarta,2024-04-02 08:50:39
SP654739967681,Selesai,,,SHP55725620987,Hemat,Antar ke counter,2024-03-31 16:03:16,2024-03-30 12:03:16,2024-03-29 16:03:16,2024-03-29 16:30:16,OVO,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,15000,15000,0,68000,15000,,,arif_putri482,Hana Gunawan,8967834358,"Jl. Sudirman No. 159, Jakarta Utara",Jakarta Utara,DKI Jakarta,2024-04-01 19:03:16
SP883119015730,Selesai,,,SHP27815652081,Instant,Pick-up,2024-03-31 18:22:51,2024-03-30 20:22:51,2024-03-29 18:22:51,2024-03-29 19:55:51,OVO,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Surabaya,0,1000,0,0,0,0,1000,0,12000,12000,0,38000,12000,Kemas bubble wrap,,arif_hartono805,Vera Anggraini,8628711716,"Jl. Sudirman No. 55, Jakarta Timur",Jakarta Timur,DKI Jakarta,2024-04-03 23:22:51
